file_name,test_type,time,result
A-A_fully_connected.txt,fully_connected,0.0317690372467041,Success
A-B_fully_connected.txt,fully_connected,0.06401324272155762,Success
A-C_fully_connected.txt,fully_connected,0.03250288963317871,Success
A-D_fully_connected.txt,fully_connected,0.06461119651794434,Success
A-E_fully_connected.txt,fully_connected,0.06398820877075195,Success
A-F_fully_connected.txt,fully_connected,0.03251338005065918,Success
A-G_fully_connected.txt,fully_connected,0.03249692916870117,Success
A-H_fully_connected.txt,fully_connected,0.06418657302856445,Success
A-I_fully_connected.txt,fully_connected,0.31439733505249023,Success
A-J_fully_connected.txt,fully_connected,2.5193235874176025,Success
A-K_fully_connected.txt,fully_connected,27.97177028656006,Success
A-L_fully_connected.txt,fully_connected,60.0006365776062,Timeout
A-M_fully_connected.txt,fully_connected,60.023151874542236,Timeout
A-N_fully_connected.txt,fully_connected,60.01337957382202,Timeout
